po_idx,po_code,po_desc,found_code,found_desc,found_source,db_type,score,match_type
22.7.7,47.11.100,"MANÔMETRO COM MOSTRADOR DE 4´, ESCALAS: 0-4 / 0-7 / 0-10 / 0-17 / 0-21 / 0-28 KG/CM²",47.11.100,"MANÔMETRO COM MOSTRADOR DE 4´, ESCALAS: 0-4 / 0-7 / 0-10 / 0-17 / 0-21 / 0-28 KG/CM²",SP OBRAS,INSUMO,100,EXACT_CODE
22.8,COM-76761556,"ESTAÇÃO DE TRATAMENTO DE ESGOTO CONFORME COTAÇÃO - BDI = 17,31",COM-76761556,ESTAÇÃO DE TRATAMENTO DE ESGOTO CONFORME COTAÇÃO,PRÓPRIA,INSUMO,100,EXACT_CODE
22.9.1,I12549,"PERFILAGEM DE POÇO ARTESIANO ( IEL-RESISTIVIDADE E SP, GR-RAIOS GAMA API, BCS-SÔNICO-POROSIDADE, XYC-PERFIL DE CALIPER DE 4 BRAÇOS E MEL-CALIPER E PERFIL DE INTERPRETAÇÃO COMPUTADORIZADO HIDRO-LOG OU SIMILAR ATÉ 200M",I12549,"PERFILAGEM DE POÇO ARTESIANO ( IEL-RESISTIVIDADE E SP, GR-RAIOS GAMA API, BCS-SÔNICO-POROSIDADE, XYC-PERFIL DE CALIPER DE 4 BRAÇOS E MEL-CALIPER E PERFIL DE INTERPRETAÇÃO COMPUTADORIZADO HIDRO-LOG OU SIMILAR ATÉ 200M",ORSE,INSUMO,100,EXACT_CODE
22.9.2,I04230,EXECUÇÃO DE POÇO ARTESIANO COM TUBOS DE PVC SOLDÁVEL DE 60MM (EXTERNO) E 32 MM (INTERNO),I04230,EXECUÇÃO DE POÇO ARTESIANO COM TUBOS DE PVC SOLDÁVEL DE 60MM (EXTERNO) E 32 MM (INTERNO),ORSE,INSUMO,100,EXACT_CODE
22.9.3,00000749,"BOMBA SUBMERSA PARA POCOS TUBULARES PROFUNDOS DIAMETRO DE 6 POLEGADAS, ELETRICA, TRIFASICA, POTENCIA 3,45 HP, 5 ESTAGIOS, BOCAL DE DESCARGA DIAMETRO DE 2 POLEGADAS, HM/Q = 68,5 M / 6,12 M3/H A 39,5 M / 14,04 M3/H",00000749,"BOMBA SUBMERSA PARA POCOS TUBULARES PROFUNDOS DIAMETRO DE 6 POLEGADAS, ELETRICA, TRIFASICA, POTENCIA 3,45 HP, 5 ESTAGIOS, BOCAL DE DESCARGA DIAMETRO DE 2 POLEGADAS, HM/Q = 68,5 M / 6,12 M3/H A 39,5 M / 14,04 M3/H",SINAPI,INSUMO,100,EXACT_CODE
23.1,ADCOM-61730810,90.10.023 LUMINÁRIA DE EMERGÊNCIA - 800 LÚMENS (UN),ADCOM-61730810,90.10.023 LUMINÁRIA DE EMERGÊNCIA - 800 LÚMENS (UN),PRÓPRIA,INSUMO,100,EXACT_CODE
23.10,S07861,ACIONADOR MANUAL DO SISTEMA DE BOMBEAMENTO,S07861,ACIONADOR MANUAL DO SISTEMA DE BOMBEAMENTO,ORSE,INSUMO,100,EXACT_CODE
23.11,50.10.110,"EXTINTOR DE PÓ QUÍMICO SECO (ABC), COM CAPACIDADE EXTINTORA PQS 2A:40B:C 4KG, PARA INSTALAÇÃO EM PISO",50.10.110,"EXTINTOR DE PÓ QUÍMICO SECO (ABC), COM CAPACIDADE EXTINTORA PQS 2A:40B:C 4KG, PARA INSTALAÇÃO EM PISO",SP OBRAS,INSUMO,100,EXACT_CODE
23.12,S101906S,"EXTINTOR DE GÁS CARBÔNICO (CO2), COM CAPACIDADE EXTINTORA CO2 5B:C 4KG, PARA INSTALAÇÃO EM PISO",S101906S,"EXTINTOR DE GÁS CARBÔNICO (CO2), COM CAPACIDADE EXTINTORA CO2 5B:C 4KG, PARA INSTALAÇÃO EM PAREDE",ORSE,INSUMO,100,EXACT_CODE
23.13,S101906S,"EXTINTOR DE GÁS CARBÔNICO (CO2), COM CAPACIDADE EXTINTORA CO2 5B:C 4KG, PARA INSTALAÇÃO EM PAREDE",S101906S,"EXTINTOR DE GÁS CARBÔNICO (CO2), COM CAPACIDADE EXTINTORA CO2 5B:C 4KG, PARA INSTALAÇÃO EM PAREDE",ORSE,INSUMO,100,EXACT_CODE
23.15,50.01.330,ABRIGO PARA TOMADA DE HIDRANTE COM MANGUEIRA DE 30 METROS,50.01.330,ABRIGO PARA TOMADA DE HIDRANTE COM MANGUEIRA DE 30 METROS,SP OBRAS,INSUMO,100,EXACT_CODE
23.16,ED-29388,PLACA FOTOLUMINESCENTE E01 - ALARME SONORO 224MM X 224MM,ED-29388,PLACA FOTOLUMINESCENTE E01 - ALARME SONORO 224MM X 224MM,SETOP,INSUMO,100,EXACT_CODE
23.17,ED-29389,PLACA FOTOLUMINESCENTE E02 - COMANDO DE ALARME 224MM X 448MM,ED-29389,PLACA FOTOLUMINESCENTE E02 - COMANDO DE ALARME 224MM X 448MM,SETOP,INSUMO,100,EXACT_CODE
23.18,ED-29390,PLACA FOTOLUMINESCENTE E03 - COMANDO DE BOMBAS 224MM X 448MM,ED-29390,PLACA FOTOLUMINESCENTE E03 - COMANDO DE BOMBAS 224MM X 448MM,SETOP,INSUMO,100,EXACT_CODE
23.19,97.02.193,PLACA FOTOLUMINESCENTE E04 - INTERFONE DE EMERGÊNCIA 224MM X 224MM,97.02.193,PLACA FOTOLUMINESCENTE E04 - INTERFONE DE EMERGÊNCIA 224MM X 224MM,SP OBRAS,INSUMO,100,EXACT_CODE
23.2,S12312,LUMINÁRIA DE EMERGÊNCIA - 300 LÚMENS,S12312,LUMINÁRIA DE EMERGÊNCIA - 300 LÚMENS,ORSE,INSUMO,100,EXACT_CODE
23.20,ED-50199,PLACA FOTOLUMINESCENTE E05 - EXTINTOR DE INCÊNDIO 224MM X 224MM,ED-50199,PLACA FOTOLUMINESCENTE E05 - EXTINTOR DE INCÊNDIO 224MM X 224MM,SETOP,INSUMO,100,EXACT_CODE
23.21,ED-29391,PLACA FOTOLUMINESCENTE E07 - ABRIGO DE MANGUEIRA E HIDRANTE 224MM X 224MM,ED-29391,PLACA FOTOLUMINESCENTE E07 - ABRIGO DE MANGUEIRA E HIDRANTE 224MM X 224MM,SETOP,INSUMO,100,EXACT_CODE
23.22,ED-50207,PLACA FOTOLUMINESCENTE P04 - PROIBIDO UTILIZAR O ELEVADOR 442MM X 354MM,ED-50207,PLACA FOTOLUMINESCENTE P04 - PROIBIDO UTILIZAR O ELEVADOR 442MM X 354MM,SETOP,INSUMO,100,EXACT_CODE
23.23,97.02.195,PLACA FOTOLUMINESCENTE S17 - NÚMERO DO PAVIMENTO 252MM X 126MM,97.02.195,PLACA FOTOLUMINESCENTE S17 - NÚMERO DO PAVIMENTO 252MM X 126MM,SP OBRAS,INSUMO,100,EXACT_CODE
23.24,ED-29400,PLACA FOTOLUMINESCENTE S23 - ELEVADOR DE EMERGÊNCIA 200MM X 300MM,ED-29400,PLACA FOTOLUMINESCENTE S23 - ELEVADOR DE EMERGÊNCIA 200MM X 300MM,SETOP,INSUMO,100,EXACT_CODE
23.25,97.02.193,"PLACA FOTOLUMINESCENTE S27 - ÁREA DE RESGATE PCD, UTILIZADA PARA SINALIZAR O ALARME DO PCD, 224MM X 224MM",97.02.193,PLACA FOTOLUMINESCENTE E04 - INTERFONE DE EMERGÊNCIA 224MM X 224MM,SP OBRAS,INSUMO,100,EXACT_CODE
23.3,ED-50180,ACIONADOR MANUAL DE ALARME DE INCÊNDIO,ED-50180,ACIONADOR MANUAL DE ALARME DE INCÊNDIO,SETOP,INSUMO,100,EXACT_CODE
23.33,S00893,TUBULAÇÃO FERRO GALVANIZADO 150MM,S00893,TUBULAÇÃO FERRO GALVANIZADO 150MM,ORSE,INSUMO,100,EXACT_CODE
23.34,C1456,REGISTRO DE GLOBO ANGULAR 65MM,C1456,REGISTRO DE GLOBO ANGULAR 65MM,SEINFRA,INSUMO,100,EXACT_CODE
23.35,ED-50195,CAIXA DE PROTEÇÃO PARA O REGISTRO DE RECALQUE NO PASSEIO,ED-50195,CAIXA DE PROTEÇÃO PARA O REGISTRO DE RECALQUE NO PASSEIO,SETOP,INSUMO,100,EXACT_CODE
23.36,47.12.330,VÁLVULA DE GAVETA FLANGEADA COM VOLANTE - 150MM,47.12.330,VÁLVULA DE GAVETA FLANGEADA COM VOLANTE - 150MM,SP OBRAS,INSUMO,100,EXACT_CODE
23.37,47.20.300,CHAVE DE FLUXO COM RETARDO PNEUMÁTICO - 150MM,47.20.300,CHAVE DE FLUXO COM RETARDO PNEUMÁTICO - 150MM,SP OBRAS,INSUMO,100,EXACT_CODE
23.38,C4775,VÁLVULA DE RETENÇÃO HORIZONTAL - 150MM,C4775,VÁLVULA DE RETENÇÃO HORIZONTAL - 150MM,SEINFRA,INSUMO,100,EXACT_CODE
23.39,08.14.032,VÁLVULA DE RETENÇÃO VERTICAL - 150MM,08.14.032,VÁLVULA DE RETENÇÃO VERTICAL - 150MM,SP Obras,INSUMO,100,EXACT_CODE
23.39,08.14.032,VÁLVULA DE RETENÇÃO VERTICAL - 150MM,08.14.032,VÁLVULA DE RETENÇÃO VERTICAL - 150MM,SP EDUCAÇÃO,INSUMO,100,EXACT_CODE
23.4,S11824,AVISADOR AUDIOVISUAL DE ALARME DE INCÊNDIO,S11824,AVISADOR AUDIOVISUAL DE ALARME DE INCÊNDIO,ORSE,INSUMO,100,EXACT_CODE
23.40,AP 05.20.0900 (/),VÁLVULA DE ESFERA BSP - 15MM,AP 05.20.0900 (/),VÁLVULA DE ESFERA BSP - 15MM,SCO,INSUMO,100,EXACT_CODE
23.41,47.05.060,VÁLVULA DE RETENÇÃO HORIZONTAL - 65MM,47.05.060,VÁLVULA DE RETENÇÃO HORIZONTAL - 65MM,SP OBRAS,INSUMO,100,EXACT_CODE
23.42,08.14.030,VÁLVULA DE RETENÇÃO VERTICAL - 65MM,08.14.030,VÁLVULA DE RETENÇÃO VERTICAL - 65MM,SP Obras,INSUMO,100,EXACT_CODE
23.42,08.14.030,VÁLVULA DE RETENÇÃO VERTICAL - 65MM,08.14.030,VÁLVULA DE RETENÇÃO VERTICAL - 65MM,SP EDUCAÇÃO,INSUMO,100,EXACT_CODE
23.43,08.04.007,REGISTRO DE GAVETA BSP - 65MM,08.04.007,REGISTRO DE GAVETA BSP - 65MM,SP Obras,INSUMO,100,EXACT_CODE
23.43,08.04.007,REGISTRO DE GAVETA BSP - 65MM,08.04.007,REGISTRO DE GAVETA BSP - 65MM,SP EDUCAÇÃO,INSUMO,100,EXACT_CODE
23.44,08.14.006,REGISTRO DE GAVETA BSP - 50MM,08.14.006,REGISTRO DE GAVETA BSP - 50MM,SP Obras,INSUMO,100,EXACT_CODE
23.44,08.14.006,REGISTRO DE GAVETA BSP - 50MM,08.14.006,REGISTRO DE GAVETA BSP - 50MM,SP EDUCAÇÃO,INSUMO,100,EXACT_CODE
23.45,47.11.021,PRESSOSTATO - 1 A 10 BAR,47.11.021,PRESSOSTATO - 1 A 10 BAR,SP OBRAS,INSUMO,100,EXACT_CODE
23.46,S13835,MANÔMETRO - COM GLICERINA - 0 A 10 BAR,S13835,MANÔMETRO - COM GLICERINA - 0 A 10 BAR,ORSE,INSUMO,100,EXACT_CODE
23.47,43.10.110,BOMBA PRINCIPAL DE HIDRANTES- 18 M³/H E 25 MCA,43.10.110,BOMBA PRINCIPAL DE HIDRANTES- 18 M³/H E 25 MCA,SP OBRAS,INSUMO,100,EXACT_CODE
23.48,43.10.110,"BOMBA JOCKEY DE HIDRANTES - 1,2 M³/H E 35 MCA",43.10.110,BOMBA PRINCIPAL DE HIDRANTES- 18 M³/H E 25 MCA,SP OBRAS,INSUMO,100,EXACT_CODE
23.49,43.10.780,BOMBA PRINCIPAL DE SPRINKLERS - 36 M³/H E 75 MCA,43.10.780,BOMBA PRINCIPAL DE SPRINKLERS - 36 M³/H E 75 MCA,SP OBRAS,INSUMO,100,EXACT_CODE
23.5,S12881,INTERFONE DE EMERGÊNCIA,S12881,INTERFONE DE EMERGÊNCIA,ORSE,INSUMO,100,EXACT_CODE
23.50,43.10.780,"BOMBA JOCKEY DE SPRINKLERS - 0,8 M³/H E 80 MCA",43.10.780,BOMBA PRINCIPAL DE SPRINKLERS - 36 M³/H E 75 MCA,SP OBRAS,INSUMO,100,EXACT_CODE
23.51,50.02.020,BICO DE SPRINKLER - PENDENTE - 77º,50.02.020,BICO DE SPRINKLER - PENDENTE - 77º,SP OBRAS,INSUMO,100,EXACT_CODE
23.52,S09812,PAINEL DE COMANDO DAS REDES PRESSURIZADAS,S09812,PAINEL DE COMANDO DAS REDES PRESSURIZADAS,ORSE,INSUMO,100,EXACT_CODE
23.6,02.03.07.400.03,CENTRAL DE ALARME DE INCÊNDIO,02.03.07.400.03,CENTRAL DE ALARME DE INCÊNDIO,CPTM,INSUMO,100,EXACT_CODE
23.7,50.05.430,DETECTOR DE FUMAÇA,50.05.430,DETECTOR DE FUMAÇA,SP OBRAS,INSUMO,100,EXACT_CODE
23.8,S12017,DETECTOR TERMOVELOCIMÉTRICO,S12017,DETECTOR TERMOVELOCIMÉTRICO,ORSE,INSUMO,100,EXACT_CODE
23.9,61.15.140,REPETIDOR DE SINAL DA CENTRAL DE ALARME DE INCÊNDIO,61.15.140,REPETIDOR DE SINAL DA CENTRAL DE ALARME DE INCÊNDIO,SP OBRAS,INSUMO,100,EXACT_CODE
24.1.1.1,43.10.790,"FORNECIMENTO E INSTALAÇÃO DE BOMBA PARA ÁGUA QUENTE SANITÁRIA COM LIGAÇÕES IMEDITAS DE HIDRÁULICA, DO TIPO CENTRÍFUGA, FAIXA DE OPERAÇÃO DA VAZÃO DE 1,5 M³/H COM PRESSÃO DE 20 MMCA E DE 6,5 M³/H COM PRESSÃO DE 10 MMCA, 1 CV, PARTIDA DIRETA, COM VASO DE EXPANSÃO ACOPLADO, PARA TRABALHO COM FLUIDO A 80°C, COM SELO VITON, REF. TEXIUS MOD. TSP-2-2Z 220V",43.10.790,"FORNECIMENTO E INSTALAÇÃO DE BOMBA PARA ÁGUA QUENTE SANITÁRIA COM LIGAÇÕES IMEDITAS DE HIDRÁULICA, DO TIPO CENTRÍFUGA, FAIXA DE OPERAÇÃO DA VAZÃO DE 1,5 M³/H COM PRESSÃO DE 20 MMCA E DE 6,5 M³/H COM PRESSÃO DE 10 MMCA, 1 CV, PARTIDA DIRETA, COM VASO DE EXPANSÃO ACOPLADO, PARA TRABALHO COM FLUIDO A 80°C, COM SELO VITON, REF. TEXIUS MOD. TSP-2-2Z 220V",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.1.3,43.10.670,"FORNECIMENTO E INSTALAÇÃO DE BOMBA PARA ÁGUA QUENTE SANITÁRIA COM LIGAÇÕES IMEDITAS DE HIDRÁULICA, DO TIPO CENTRÍFUGA, VAZÃO 5,7 M³/H, ALTURA MANOMÉTRICA DE 10 MCA, 0,5 CV, PARTIDA DIRETA, PARA TRABALHO COM FLUIDO A 80°C,COM ROTOR DE BRONZE E SELO MECÂNICO DE VITON® REF. BC-91S/T 1/2CV",43.10.670,"FORNECIMENTO E INSTALAÇÃO DE BOMBA PARA ÁGUA QUENTE SANITÁRIA COM LIGAÇÕES IMEDITAS DE HIDRÁULICA, DO TIPO CENTRÍFUGA, VAZÃO 5,7 M³/H, ALTURA MANOMÉTRICA DE 10 MCA, 0,5 CV, PARTIDA DIRETA, PARA TRABALHO COM FLUIDO A 80°C,COM ROTOR DE BRONZE E SELO MECÂNICO DE VITON® REF. BC-91S/T 1/2CV",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.1.4,CPU-016,"BASES DE INÉRCIA PARA 6 UNID DE BOMBAS CENTRÍFUGA, EM VIGA I 4"" E CONCRETO ARMADO PARA PREENCIMENTO, COM AMORTECEDORES DO TIPO MOLA HELICOIDAIS, PARA AS BOMBAS DE ÁGUA QUENTE E BASES DE CONCRETO ARMADO PARA OS RESERVATÓRIOS E GERADORA DE ÁGUA QUENTE",CPU-016,"BASES DE INÉRCIA PARA 6 UNID DE BOMBAS CENTRÍFUGA, EM VIGA I 4"" E CONCRETO ARMADO PARA PREENCIMENTO, COM AMORTECEDORES DO TIPO MOLA HELICOIDAIS, PARA AS BOMBAS DE ÁGUA QUENTE E BASES DE CONCRETO ARMADO PARA OS RESERVATÓRIOS E GERADORA DE ÁGUA QUENTE",CPU-PPR,INSUMO,100,EXACT_CODE
24.1.2.1,46.32.004,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø22 - 3/4""",46.32.004,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø22 - 3/4""",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.2.1,1511003021004,"REGULADOR DE FLUXO PARA PLACAS SOLARES DN 15 VAZÃO 2-12 L/MIN Ø3/4""",1511003021004,"REGULADOR DE FLUXO PARA PLACAS SOLARES DN 15 VAZÃO 2-12 L/MIN Ø3/4""",CAESB,INSUMO,100,EXACT_CODE
24.1.2.1,J040001702,"TERMÔMETRO CAPELA 1/2""",J040001702,"TERMÔMETRO CAPELA 1/2""",EMBASA,INSUMO,100,EXACT_CODE
24.1.2.1,61.15.060,"VÁLVULA DE BALANCEAMENTO 2""",61.15.060,"VÁLVULA DE BALANCEAMENTO 2""",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.2.1,C2701,"VÁLVULA DE RETENÇÃO ROSQUEÁVEL Ø1 1/2""",C2701,"VÁLVULA DE RETENÇÃO ROSQUEÁVEL Ø1 1/2""",SEINFRA,INSUMO,100,EXACT_CODE
24.1.2.1,M080420208,"VÁLVULA ESFERA EM AÇO CARBONO ROSQUEÁVEL 1/2""",M080420208,"VÁLVULA ESFERA EM AÇO CARBONO ROSQUEÁVEL 1/2""",EMBASA,INSUMO,100,EXACT_CODE
24.1.2.1,02.03.01.110.144,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø1 1/2""",02.03.01.110.144,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø1 1/2""",CPTM,INSUMO,100,EXACT_CODE
24.1.2.2,46.32.006,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø28 - 1""",46.32.006,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø28 - 1""",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.2.2,O.04.000.064082,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø1""",O.04.000.064082,"Válvula de esfera em aço carbono fundido, esfera em aço inoxidável, passagem plena, extremidades rosqueáveis, classe 300lbs para vapor, 600lbs para água, óleo e gás, DN= 1""",SP Obras,INSUMO,100,EXACT_CODE
24.1.2.2,O.04.000.064082,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø1""",O.04.000.064082,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø1""",SP OBRAS,COMP_ANALITICA,100,EXACT_CODE
24.1.2.2,O.04.000.064081,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø3/4""",O.04.000.064081,"Válvula de esfera em aço carbono fundido, esfera em aço inoxidável, passagem plena, extremidades rosqueáveis, classe 300lbs para vapor, 600lbs para água, óleo e gás, DN= 3/4""",SP Obras,INSUMO,100,EXACT_CODE
24.1.2.2,O.04.000.064081,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø3/4""",O.04.000.064081,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø3/4""",SP OBRAS,COMP_ANALITICA,100,EXACT_CODE
24.1.2.2,47.05.580,"VÁLVULA GAVETA EM AÇO INOX Ø1 1/2""",47.05.580,"VÁLVULA GAVETA EM AÇO INOX Ø1 1/2""",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.2.2,61.15.090,"VÁLVULA MOTORIZADA 2 VIAS ON/OFF PARA BOMBA DE CALOR Ø2""",61.15.090,"VÁLVULA MOTORIZADA 2 VIAS ON/OFF PARA BOMBA DE CALOR Ø2""",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.2.2,I8772,"VÁLVULA QUEBRA VÁCUO PARA SISTEMA SOLAR Ø3/4""",I8772,"VÁLVULA QUEBRA VÁCUO PARA SISTEMA SOLAR Ø3/4""",SEINFRA,INSUMO,100,EXACT_CODE
24.1.2.2,S96680S,"TUBO, PPR, DN 63, CLASSE PN 25, INSTALADO EM PRUMADA DE ÁGUA FORNECIMENTO E INSTALAÇÃO. AF_08/2022",S96680S,"TUBO, PPR, DN 63, CLASSE PN 25, INSTALADO EM PRUMADA DE ÁGUA FORNECIMENTO E INSTALAÇÃO. AF_08/2022",ORSE,INSUMO,100,EXACT_CODE
24.1.2.3,46.32.008,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø35 - 1.1/4""",46.32.008,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø35 - 1.1/4""",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.2.3,S96682S,"TUBO, PPR, DN 90, CLASSE PN 25, INSTALADO EM PRUMADA DE ÁGUA FORNECIMENTO E INSTALAÇÃO. AF_08/2022",S96682S,"TUBO, PPR, DN 90, CLASSE PN 25, INSTALADO EM PRUMADA DE ÁGUA FORNECIMENTO E INSTALAÇÃO. AF_08/2022",ORSE,INSUMO,100,EXACT_CODE
24.1.2.3,69.20.140,"LIGAÇÃO IMEDIATA 2""",69.20.140,"LIGAÇÃO IMEDIATA 2""",PRÓPRIA,INSUMO,100,EXACT_CODE
24.1.2.4,46.32.010,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø42 - 1 1/2""",46.32.010,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø42 - 1 1/2""",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.2.5,46.32.011,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø54 - 2""",46.32.011,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø54 - 2""",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.2.6,47.05.400,VÁLVULA GAVETA BRONZE PN20 Ø25-Ø25,47.05.400,VÁLVULA GAVETA BRONZE PN20 Ø25-Ø25,SP OBRAS,INSUMO,100,EXACT_CODE
24.1.2.7,47.05.230,VÁLVULA GAVETA BRONZE PN20 Ø54-Ø54,47.05.230,VÁLVULA GAVETA BRONZE PN20 Ø54-Ø54,SP OBRAS,INSUMO,100,EXACT_CODE
24.1.2.8,C4383,"FILTRO Y 2"" Ø2""",C4383,"FILTRO Y CLASSE 150 EM AÇO INOXIDÁVEL Ø3/4""",SEINFRA,INSUMO,100,EXACT_CODE
24.1.2.9,10.90.35,"MANÔMETRO COM TUBO BOURDON 1/2""",10.90.35,"MANÔMETRO COM TUBO BOURDON 1/2""",SUDECAP,INSUMO,100,EXACT_CODE
24.1.3.1,11.19.18,DISJUNTOR TRIFÁSICO 15 A,11.19.18,DISJUNTOR TRIFÁSICO 15 A,SUDECAP,INSUMO,100,EXACT_CODE
24.1.3.1,11.24.05,"CABO FLEXÍVEL FIO ELÉTRICO ANTI CHAMA 450V 2,5 MM",11.24.05,"CABO FLEXÍVEL FIO ELÉTRICO ANTI CHAMA 450V 2,5 MM",SUDECAP,INSUMO,100,EXACT_CODE
24.1.3.1,61.15.181,"CONTROLADOR LÓGICO PROGRAMÁVEL COM DISPLAY E EXTENSÃO DE PONTOS - MCP46D-PRO. BACNET E MODBUS (26DI/NTC, 4AO, 16DO) COM PORTA ETHERNET",61.15.181,"CONTROLADOR LÓGICO PROGRAMÁVEL COM DISPLAY E EXTENSÃO DE PONTOS - MCP46D-PRO. BACNET E MODBUS (26DI/NTC, 4AO, 16DO) COM PORTA ETHERNET",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.3.1,61.15.160,"SENSOR DE TEMPERATURA DE IMERSÃO COM HASTE - TRANSMISSOR DE TEMPERATURA TIPO PT 100, FAIXA DE TRABALHO DE -5-100°C, SINAL DE SAÍDA PROPORCIONAL DE 4-20 MA, HASTE EM AÇO INOX 316, ROSCA 1/2"" BSP COM POÇO DE INOX PARA SENSOR DE TEMPERATURA",61.15.160,"SENSOR DE TEMPERATURA DE IMERSÃO COM HASTE - TRANSMISSOR DE TEMPERATURA TIPO PT 100, FAIXA DE TRABALHO DE -5-100°C, SINAL DE SAÍDA PROPORCIONAL DE 4-20 MA, HASTE EM AÇO INOX 316, ROSCA 1/2"" BSP COM POÇO DE INOX PARA SENSOR DE TEMPERATURA",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.3.1,3751,RELE DE FALTA DE FASE 380 V - 60 HZ,3751,RELE DE FALTA DE FASE 380 V - 60 HZ,GOINFRA,INSUMO,100,EXACT_CODE
24.1.3.1,3751,RELE DE FALTA DE FASE 380 V - 60 HZ,3751,RELE DE FALTA DE FASE 380 V - 60 HZ,GOINFRA CIVIL,INSUMO,100,EXACT_CODE
24.1.3.1,40.10.020,CONTATOR DE POTÊNCIA 9 A - 2NA+2NF,40.10.020,CONTATOR DE POTÊNCIA 9 A - 2NA+2NF,SP OBRAS,INSUMO,100,EXACT_CODE
24.1.3.1,61.15.030,"TRANSFORMADOR ABAIXADOR, ENTRADA 110/220V, SAÍDA 24V+24V, CORRENTE SECUNDÁRIO 6A",61.15.030,"TRANSFORMADOR ABAIXADOR, ENTRADA 110/220V, SAÍDA 24V+24V, CORRENTE SECUNDÁRIO 6A",SP OBRAS,INSUMO,100,EXACT_CODE
24.1.3.1,070291,BORNE TERMINAL SAK 35 MM2,070291,BORNE TERMINAL SAK 35 MM2,GOINFRA,INSUMO,100,EXACT_CODE
24.1.3.1,070291,BORNE TERMINAL SAK 35 MM2,070291,BORNE TERMINAL SAK 35 MM2,GOINFRA CIVIL,INSUMO,100,EXACT_CODE
24.1.3.1,07105,"TRILHO DE ALUMINIO, PARA ROLDANA, DE (30X29)MM E COM COMPRIMENTO DE 3,00M",07105,"TRILHO DE ALUMINIO, PARA ROLDANA, DE (30X29)MM E COM COMPRIMENTO DE 3,00M",EMOP,INSUMO,100,EXACT_CODE
24.1.3.1,53281,CHAVE SELETORA COM 3 POSIÇÕES - 10 A,53281,CHAVE SELETORA COM 3 POSIÇÕES - 10 A,SIURB,INSUMO,100,EXACT_CODE
24.1.3.1,EL 424,CHAVE SELETORA 2 POSIÇÕES LOC REM,EL 424,CHAVE SELETORA 2 POSIÇÕES LOC REM,CAERN,INSUMO,100,EXACT_CODE
24.1.3.2,11.19.17,DISJUNTOR TRIFÁSICO 10 A,11.19.17,DISJUNTOR TRIFÁSICO 10 A,SUDECAP,INSUMO,100,EXACT_CODE
24.1.3.2,90.04.002,INDICADOR LUMINOSO REDONDO 24V - VERDE,90.04.002,INDICADOR LUMINOSO REDONDO 24V - VERDE,PRÓPRIA,INSUMO,100,EXACT_CODE
24.1.3.2,90.04.003,INDICADOR LUMINOSO REDONDO 24V - VERMELHO,90.04.003,INDICADOR LUMINOSO REDONDO 24V - VERMELHO,PRÓPRIA,INSUMO,100,EXACT_CODE
24.1.3.3,MATED-17407,"DISJUNTOR MOTOR 3 - 6,3 A",MATED-17407,"DISJUNTOR MOTOR 3 - 6,3 A",SETOP,INSUMO,100,EXACT_CODE
24.1.3.4,C0673,CANELETA PVC 50X50 MM,C0673,CANELETA PVC 50X50 MM,SEINFRA,INSUMO,100,EXACT_CODE
