idx,source,code,desc,unit,qty,manual_price,type,status,final_price,method
22.7.1,SINAPI,102111,BOMBA CENTRIFUGA PARA RECALQUE DA AGUA DE REAPROVEITAMENTO FAMAC OU SIMILAR - Q= 20 M3/H / HM 65 M.CA. / POT.10 CV,UN,2.0,1105.05,ITEM,OK,1433.5864809652,CALCULATED
22.7.2,SINAPI,102115,BOMBA CENTRIFUGA PARA RECALQUE DA AGUA POTÁVE- FAMAC OU SIMILAR - Q= 28 M3/H / HM 70 M.CA. / POT.15 CV Q= 28 M3/H / HM 70 M.CA. / POT.15 CV,UN,2.0,3072.43,ITEM,OK,3997.8777133722,CALCULATED
22.7.3,SINAPI,99831,BOMBA PARA PISCINA JACUZZI - VAZÃO 2M3/H - PRESSÃO/ 4 M.C.A.,H,2.0,0.06,ITEM,OK,0.1442535,CALCULATED
22.7.4,SINAPI,89019,BOMBA SUBMERSÍVEL FBS-JAC - FAMAC OU SIMILAR - Q= 7M3/H / HM= 12 M.C.A. / POT. 1CV,H,2.0,0.4,ITEM,OK,0.35524416,CALCULATED
22.7.5,ORSE,I09726,CAIXA SEPARADORA DE ÁGUA E ÓLEO S.A.O VAZÃO DE 5000 LITROS/HORA,UN,1.0,3579.0,ITEM,NO_COMP,3579.0,PO_MANUAL
22.7.6,ORSE,S12882,PRESSURIZADOR ATÉ 12MCA/160W/220V,UN,4.0,922.83,ITEM,NO_COMP,922.83,PO_MANUAL
22.7.7,SP OBRAS,47.11.100,"MANÔMETRO COM MOSTRADOR DE 4´, ESCALAS: 0-4 / 0-7 / 0-10 / 0-17 / 0-21 / 0-28 KG/CM²",UN,1.0,263.04,ITEM,NO_COMP,263.04,PO_MANUAL
22.7.8,SINAPI,101917,"MANÔMETRO 0 A 200 PSI (0 A 14 KGF/CM2), D = 50MM - FORNECIMENTO E INSTALAÇÃO. AF_10/2020",UN,6.0,179.28,ITEM,OK,168.798098114,CALCULATED
22.7.9,SINAPI,86887,"GRADIL DE ENTRADA EFLUENTES EM AÇO INÓX - 34 BARRAS CHATAS INÓX DE L=2.1/2"" X 1/2"" X 600MM P/GRADIL",UN,2.0,65.1,ITEM,OK,48.190604383460006,CALCULATED
22.7.10,SINAPI,94495,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",UN,18.0,65.47,ITEM,OK,53.793195802999996,CALCULATED
22.7.11,SINAPI,89353,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 3/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",UN,1031.0,42.379999999999995,ITEM,OK,35.18456149960001,CALCULATED
22.7.12,SINAPI,94496,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 1 1/4"" - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",UN,4.0,89.2,ITEM,OK,73.2775446558,CALCULATED
22.7.13,SINAPI,89987,"REGISTRO DE GAVETA BRUTO, LATÃO, ROSCÁVEL, 3/4"", COM ACABAMENTO E CANOPLA CROMADOS - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",UN,296.0,100.6,ITEM,OK,82.48132587760001,CALCULATED
22.7.14,SINAPI,94493,"REGISTRO DE ESFERA, PVC, SOLDÁVEL, COM VOLANTE, DN 60 MM - FORNECIMENTO E INSTALAÇÃO. AF_08/2021",UN,7.0,77.61,ITEM,OK,132.0366733124,CALCULATED
22.7.15,SP OBRAS,61.15.164,TERMOSTATO DE SEGURANÇA COM TEMPERATURA AJUSTÁVEL DE 90°C - 110°C,UN,2.0,130.54000000000002,ITEM,NO_COMP,130.54000000000002,PO_MANUAL
22.7.16,ORSE,S07064,"FORNECIMENTO DE VENTOSA SIMPLES COM ROSCA DIAM 1 1/4""",UN,4.0,700.92,ITEM,NO_COMP,700.92,PO_MANUAL
22.7.17,SCO,DR 14.30.0109 (/),"VÁLVULA REDUTORA DE PRESSÃO D'ÁGUA POTÁVEL, DE 3"", CORPO E ÊMBOLO EM BRONZE ASTM-B62, FABRICAÇÃO PRONIL D'INOX, MODELO CL-10, COM PRESSÃO DE ENTRADA ATÉ 10KGF/CM2, CONEXÕES ROQUEADAS DE 3"", PRESSÃO DE SAÍDA AJUSTÁVEL EXTERNAMENTE DE 0,5 ATÉ 5KGF/CM2, COM MANÔMETRO INSERIDO NO CORPO DA VÁLVULA, SERVINDO PARA TUBULAÇÕES VERTICAIS E HORIZONTAIS. FORNECIMENTO E ASSENTAMENTO.(DESONERADO)",UN,12.0,9637.02,ITEM,NO_COMP,9637.02,PO_MANUAL
22.7.18,ORSE,I08596,"FILTRO ""Y"" TELA INOX Ø 3""",UN,12.0,2349.66,ITEM,NO_COMP,2349.66,PO_MANUAL
22.7.19,SINAPI,99620,"VÁLVULA DE RETENÇÃO DE SEGURANÇA 1"" COM MANOMETRO",UN,6.0,332.2,ITEM,OK,169.173195803,CALCULATED
22.7.20,EMOP,15.029.0210-0,"VRP-VÁLVULA ESFERA 3""- ALAVANCA AZUL",UN,24.0,1535.48,ITEM,NO_COMP,1535.48,PO_MANUAL
22.7.21,EMOP,18.003.0005-0,"VALVULA DE DESCARGA DE 1.1/4"",REGISTRO INTEGRADO,CORPO EM LATAO E ACABAMENTO COM ACIONAMENTO POR BOTAO EM METAL CROMADO.FORNECIMENTO",UN,19.0,232.74,ITEM,NO_COMP,232.74,PO_MANUAL
22.8,PRÓPRIA,COM-76761556,"ESTAÇÃO DE TRATAMENTO DE ESGOTO CONFORME COTAÇÃO - BDI = 17,31",UN,1.0,1788034.42,ITEM,NO_COMP,1788034.42,PO_MANUAL
22.9,,,POÇO ARTESIANO,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
22.9.1,ORSE,I12549,"PERFILAGEM DE POÇO ARTESIANO ( IEL-RESISTIVIDADE E SP, GR-RAIOS GAMA API, BCS-SÔNICO-POROSIDADE, XYC-PERFIL DE CALIPER DE 4 BRAÇOS E MEL-CALIPER E PERFIL DE INTERPRETAÇÃO COMPUTADORIZADO HIDRO-LOG OU SIMILAR ATÉ 200M",UN,2.0,24392.67,ITEM,NO_COMP,24392.67,PO_MANUAL
22.9.2,ORSE,I04230,EXECUÇÃO DE POÇO ARTESIANO COM TUBOS DE PVC SOLDÁVEL DE 60MM (EXTERNO) E 32 MM (INTERNO),M,300.0,131.12,ITEM,NO_COMP,131.12,PO_MANUAL
22.9.3,SINAPI,00000749,"BOMBA SUBMERSA PARA POCOS TUBULARES PROFUNDOS DIAMETRO DE 6 POLEGADAS, ELETRICA, TRIFASICA, POTENCIA 3,45 HP, 5 ESTAGIOS, BOCAL DE DESCARGA DIAMETRO DE 2 POLEGADAS, HM/Q = 68,5 M / 6,12 M3/H A 39,5 M / 14,04 M3/H",UN,2.0,14816.2,ITEM,NO_COMP,14816.2,PO_MANUAL
23,,,PPCI,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
23.1,PRÓPRIA,ADCOM-61730810,90.10.023 LUMINÁRIA DE EMERGÊNCIA - 800 LÚMENS (UN),UN,150.0,33.480000000000004,ITEM,NO_COMP,33.480000000000004,PO_MANUAL
23.2,ORSE,S12312,LUMINÁRIA DE EMERGÊNCIA - 300 LÚMENS,UN,831.0,290.95000000000005,ITEM,NO_COMP,290.95000000000005,PO_MANUAL
23.3,SETOP,ED-50180,ACIONADOR MANUAL DE ALARME DE INCÊNDIO,UN,79.0,76.84,ITEM,NO_COMP,76.84,PO_MANUAL
23.4,ORSE,S11824,AVISADOR AUDIOVISUAL DE ALARME DE INCÊNDIO,UN,79.0,246.51,ITEM,NO_COMP,246.51,PO_MANUAL
23.5,ORSE,S12881,INTERFONE DE EMERGÊNCIA,UN,19.0,99.77,ITEM,NO_COMP,99.77,PO_MANUAL
23.6,CPTM,02.03.07.400.03,CENTRAL DE ALARME DE INCÊNDIO,UN,1.0,26088.63,ITEM,NO_COMP,26088.63,PO_MANUAL
23.7,SP OBRAS,50.05.430,DETECTOR DE FUMAÇA,UN,582.0,233.77,ITEM,NO_COMP,233.77,PO_MANUAL
23.8,ORSE,S12017,DETECTOR TERMOVELOCIMÉTRICO,UN,58.0,279.90999999999997,ITEM,NO_COMP,279.90999999999997,PO_MANUAL
23.9,SP OBRAS,61.15.140,REPETIDOR DE SINAL DA CENTRAL DE ALARME DE INCÊNDIO,UN,27.0,1780.07,ITEM,NO_COMP,1780.07,PO_MANUAL
23.10,ORSE,S07861,ACIONADOR MANUAL DO SISTEMA DE BOMBEAMENTO,UN,2.0,165.15,ITEM,NO_COMP,165.15,PO_MANUAL
23.11,SP OBRAS,50.10.110,"EXTINTOR DE PÓ QUÍMICO SECO (ABC), COM CAPACIDADE EXTINTORA PQS 2A:40B:C 4KG, PARA INSTALAÇÃO EM PISO",UN,210.0,216.94,ITEM,NO_COMP,216.94,PO_MANUAL
23.12,ORSE,S101906S,"EXTINTOR DE GÁS CARBÔNICO (CO2), COM CAPACIDADE EXTINTORA CO2 5B:C 4KG, PARA INSTALAÇÃO EM PISO",UN,13.0,663.68,ITEM,NO_COMP,663.68,PO_MANUAL
23.13,ORSE,S101906S,"EXTINTOR DE GÁS CARBÔNICO (CO2), COM CAPACIDADE EXTINTORA CO2 5B:C 4KG, PARA INSTALAÇÃO EM PAREDE",UN,20.0,663.68,ITEM,NO_COMP,663.68,PO_MANUAL
23.14,SINAPI,101912,ABRIGO CONTRA INTEMPÉRIES PARA EXTINTORES EXTERNOS,UN,18.0,2320.82,ITEM,OK,2207.895207656292,CALCULATED
23.15,SP OBRAS,50.01.330,ABRIGO PARA TOMADA DE HIDRANTE COM MANGUEIRA DE 30 METROS,UN,79.0,2758.04,ITEM,NO_COMP,2758.04,PO_MANUAL
23.16,SETOP,ED-29388,PLACA FOTOLUMINESCENTE E01 - ALARME SONORO 224MM X 224MM,UN,79.0,18.56,ITEM,NO_COMP,18.56,PO_MANUAL
23.17,SETOP,ED-29389,PLACA FOTOLUMINESCENTE E02 - COMANDO DE ALARME 224MM X 448MM,UN,79.0,11.09,ITEM,NO_COMP,11.09,PO_MANUAL
23.18,SETOP,ED-29390,PLACA FOTOLUMINESCENTE E03 - COMANDO DE BOMBAS 224MM X 448MM,UN,2.0,11.09,ITEM,NO_COMP,11.09,PO_MANUAL
23.19,SP OBRAS,97.02.193,PLACA FOTOLUMINESCENTE E04 - INTERFONE DE EMERGÊNCIA 224MM X 224MM,UN,19.0,23.47,ITEM,NO_COMP,23.47,PO_MANUAL
23.20,SETOP,ED-50199,PLACA FOTOLUMINESCENTE E05 - EXTINTOR DE INCÊNDIO 224MM X 224MM,UN,262.0,18.56,ITEM,NO_COMP,18.56,PO_MANUAL
23.21,SETOP,ED-29391,PLACA FOTOLUMINESCENTE E07 - ABRIGO DE MANGUEIRA E HIDRANTE 224MM X 224MM,UN,79.0,18.56,ITEM,NO_COMP,18.56,PO_MANUAL
23.22,SETOP,ED-50207,PLACA FOTOLUMINESCENTE P04 - PROIBIDO UTILIZAR O ELEVADOR 442MM X 354MM,UN,18.0,24.99,ITEM,NO_COMP,24.99,PO_MANUAL
23.23,SP OBRAS,97.02.195,PLACA FOTOLUMINESCENTE S17 - NÚMERO DO PAVIMENTO 252MM X 126MM,UN,22.0,27.93,ITEM,NO_COMP,27.93,PO_MANUAL
23.24,SETOP,ED-29400,PLACA FOTOLUMINESCENTE S23 - ELEVADOR DE EMERGÊNCIA 200MM X 300MM,UN,18.0,34.27,ITEM,NO_COMP,34.27,PO_MANUAL
23.25,SP OBRAS,97.02.193,"PLACA FOTOLUMINESCENTE S27 - ÁREA DE RESGATE PCD, UTILIZADA PARA SINALIZAR O ALARME DO PCD, 224MM X 224MM",UN,19.0,23.47,ITEM,NO_COMP,23.47,PO_MANUAL
23.26,SINAPI,92687,TUBULAÇÃO FERRO GALVANIZADO 15MM,M,8.33,28.83,ITEM,OK,31.425147453999998,CALCULATED
23.27,SINAPI,97535,TUBULAÇÃO FERRO GALVANIZADO 25MM,M,6019.0,50.6,ITEM,OK,54.59523548,CALCULATED
23.28,SINAPI,92652,TUBULAÇÃO FERRO GALVANIZADO 32MM,M,520.0,60.97,ITEM,OK,65.26332445,CALCULATED
23.29,SINAPI,92654,TUBULAÇÃO FERRO GALVANIZADO 50MM,M,502.0,94.14,ITEM,OK,99.33911117399998,CALCULATED
23.30,SINAPI,92655,TUBULAÇÃO FERRO GALVANIZADO 65MM,M,3081.0,114.48,ITEM,OK,120.33278630999999,CALCULATED
23.31,SINAPI,92656,TUBULAÇÃO FERRO GALVANIZADO 80MM,M,461.0,149.29,ITEM,OK,155.96059284799998,CALCULATED
23.32,SINAPI,101927,TUBULAÇÃO FERRO GALVANIZADO 100MM,M,476.0,194.85,ITEM,OK,201.33220704239997,CALCULATED
23.33,ORSE,S00893,TUBULAÇÃO FERRO GALVANIZADO 150MM,M,1211.0,327.03999999999996,ITEM,NO_COMP,327.03999999999996,PO_MANUAL
23.34,SEINFRA,C1456,REGISTRO DE GLOBO ANGULAR 65MM,UN,81.0,918.33,ITEM,NO_COMP,918.33,PO_MANUAL
23.35,SETOP,ED-50195,CAIXA DE PROTEÇÃO PARA O REGISTRO DE RECALQUE NO PASSEIO,U,2.0,1220.46,ITEM,NO_COMP,1220.46,PO_MANUAL
23.36,SP OBRAS,47.12.330,VÁLVULA DE GAVETA FLANGEADA COM VOLANTE - 150MM,UN,15.0,2223.1600000000003,ITEM,NO_COMP,2223.1600000000003,PO_MANUAL
23.37,SP OBRAS,47.20.300,CHAVE DE FLUXO COM RETARDO PNEUMÁTICO - 150MM,UN,9.0,521.02,ITEM,NO_COMP,521.02,PO_MANUAL
23.38,SEINFRA,C4775,VÁLVULA DE RETENÇÃO HORIZONTAL - 150MM,UN,2.0,346.42,ITEM,NO_COMP,346.42,PO_MANUAL
23.39,SP EDUCAÇÃO,08.14.032,VÁLVULA DE RETENÇÃO VERTICAL - 150MM,UN,2.0,1090.56,ITEM,NO_COMP,1090.56,PO_MANUAL
23.40,SCO,AP 05.20.0900 (/),VÁLVULA DE ESFERA BSP - 15MM,UN,14.0,113.55,ITEM,NO_COMP,113.55,PO_MANUAL
23.41,SP OBRAS,47.05.060,VÁLVULA DE RETENÇÃO HORIZONTAL - 65MM,UN,2.0,626.1500000000001,ITEM,NO_COMP,626.1500000000001,PO_MANUAL
23.42,SP EDUCAÇÃO,08.14.030,VÁLVULA DE RETENÇÃO VERTICAL - 65MM,UN,3.0,481.13,ITEM,NO_COMP,481.13,PO_MANUAL
23.43,SP EDUCAÇÃO,08.04.007,REGISTRO DE GAVETA BSP - 65MM,UN,5.0,443.02,ITEM,NO_COMP,443.02,PO_MANUAL
23.44,SP EDUCAÇÃO,08.14.006,REGISTRO DE GAVETA BSP - 50MM,UN,1.0,200.58999999999997,ITEM,NO_COMP,200.58999999999997,PO_MANUAL
23.45,SP OBRAS,47.11.021,PRESSOSTATO - 1 A 10 BAR,UN,4.0,608.38,ITEM,NO_COMP,608.38,PO_MANUAL
23.46,ORSE,S13835,MANÔMETRO - COM GLICERINA - 0 A 10 BAR,UN,13.0,370.15999999999997,ITEM,NO_COMP,370.15999999999997,PO_MANUAL
23.47,SP OBRAS,43.10.110,BOMBA PRINCIPAL DE HIDRANTES- 18 M³/H E 25 MCA,UN,1.0,5743.47,ITEM,NO_COMP,5743.47,PO_MANUAL
23.48,SP OBRAS,43.10.110,"BOMBA JOCKEY DE HIDRANTES - 1,2 M³/H E 35 MCA",UN,1.0,5743.47,ITEM,NO_COMP,5743.47,PO_MANUAL
23.49,SP OBRAS,43.10.780,BOMBA PRINCIPAL DE SPRINKLERS - 36 M³/H E 75 MCA,UN,1.0,30357.829999999998,ITEM,NO_COMP,30357.829999999998,PO_MANUAL
23.50,SP OBRAS,43.10.780,"BOMBA JOCKEY DE SPRINKLERS - 0,8 M³/H E 80 MCA",UN,1.0,30357.829999999998,ITEM,NO_COMP,30357.829999999998,PO_MANUAL
23.51,SP OBRAS,50.02.020,BICO DE SPRINKLER - PENDENTE - 77º,UN,1747.0,51.31,ITEM,NO_COMP,51.31,PO_MANUAL
23.52,ORSE,S09812,PAINEL DE COMANDO DAS REDES PRESSURIZADAS,UN,2.0,2002.1499999999999,ITEM,NO_COMP,2002.1499999999999,PO_MANUAL
24,,,ÁGUA QUENTE E GLP,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
24.1,,,GERAÇÃO DE ÁGUA QUENTE,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
24.1.1,,,FORNECIMENTO E INSTALAÇÃO DE EQUIPAMENTOS,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
24.1.1.1,SP OBRAS,43.10.790,"FORNECIMENTO E INSTALAÇÃO DE BOMBA PARA ÁGUA QUENTE SANITÁRIA COM LIGAÇÕES IMEDITAS DE HIDRÁULICA, DO TIPO CENTRÍFUGA, FAIXA DE OPERAÇÃO DA VAZÃO DE 1,5 M³/H COM PRESSÃO DE 20 MMCA E DE 6,5 M³/H COM PRESSÃO DE 10 MMCA, 1 CV, PARTIDA DIRETA, COM VASO DE EXPANSÃO ACOPLADO, PARA TRABALHO COM FLUIDO A 80°C, COM SELO VITON, REF. TEXIUS MOD. TSP-2-2Z 220V",UN,2.0,2433.4,ITEM,NO_COMP,2433.4,PO_MANUAL
24.1.1.2,CPOS,43.10.230,"FORNECIMENTO E INSTALAÇÃO DE BOMBA PARA ÁGUA QUENTE SANITÁRIA COM LIGAÇÕES IMEDITAS DE HIDRÁULICA, DO TIPO CENTRÍFUGA, VAZÃO 4,5 M³/H, ALTURA MANOMÉTRICA DE 13 MCA, 2 CV, PARTIDA DIRETA, PARA TRABALHO COM FLUIDO A 80°C, ROTOR DE BRONZE COM SELO VITON. REF. SCHNEIDER MOD. BC-91T 1/3CV 220V",UN,2.0,4034.34,ITEM,NO_COMP,4034.34,PO_MANUAL
24.1.1.3,SP OBRAS,43.10.670,"FORNECIMENTO E INSTALAÇÃO DE BOMBA PARA ÁGUA QUENTE SANITÁRIA COM LIGAÇÕES IMEDITAS DE HIDRÁULICA, DO TIPO CENTRÍFUGA, VAZÃO 5,7 M³/H, ALTURA MANOMÉTRICA DE 10 MCA, 0,5 CV, PARTIDA DIRETA, PARA TRABALHO COM FLUIDO A 80°C,COM ROTOR DE BRONZE E SELO MECÂNICO DE VITON® REF. BC-91S/T 1/2CV",UN,2.0,2115.84,ITEM,NO_COMP,2115.84,PO_MANUAL
24.1.1.4,CPU-PPR,CPU-016,"BASES DE INÉRCIA PARA 6 UNID DE BOMBAS CENTRÍFUGA, EM VIGA I 4"" E CONCRETO ARMADO PARA PREENCIMENTO, COM AMORTECEDORES DO TIPO MOLA HELICOIDAIS, PARA AS BOMBAS DE ÁGUA QUENTE E BASES DE CONCRETO ARMADO PARA OS RESERVATÓRIOS E GERADORA DE ÁGUA QUENTE",UN,6.0,5629.16,ITEM,NO_COMP,5629.16,PO_MANUAL
24.1.1.5,CPOS,43.03.550,"RESERVATÓRIO TÉRMICO HORIZONTAL EM AÇO INOXIDÁVEL AISI 304, CAPACIDADE DE 5.000 LITROS",UN,5.0,56987.439999999995,ITEM,NO_COMP,56987.439999999995,PO_MANUAL
24.1.1.6,EMOP,15.014.0165-A,"FORNECIMENTO E INSTALAÇÃO DE COLETOR SOLAR PLANO FECHADO EM VIDRO TEMPERADO COM BAIXO TEOR DE FERRO E TRATAMENTO ANTI-REFLEXO, PLACA ABSORVEDORA C/ TINTA SELETIVA (Ε² ≤ 0,10, QUANDO COMPRIMENTO DE ONDA > 3ΜM), ABSORVIDADE (Λ < 3ΜM), EMISSIVIDADE (Λ > 3ΜM), SELETIVIDADE DE 9,2, TINTA TINOX (ETA PLUS SUNSELECT, ISOLAMENTO EM ESPUMA RIGIDA DE POLIURETANO, INMETRO EFICIÊNCIA A (PME≥ 85 %), DIMENSÃO 1X2M (2M²). REF. SOLETROL",UN,100.0,4151.2300000000005,ITEM,NO_COMP,4151.2300000000005,PO_MANUAL
24.1.1.7,EMOP,18.030.0200-A,"UNIDADE DE GERAÇÃO DE ÁGUA QUENTE, TIPO BOMBA DE CALOR, CONDENSAÇÃO AR, COMPRESSOR SCROOL INVERTER, FLUIDO R-410, CAPACIDADE NOMINAL DE AQUECIMENTO 93KW, VAZÃO DE ÁGUA 5,7 M³/H, MODO DE AQUECIMENTO COM 27 °C DE TBS EXT, TEMPERATURA DE ÁGUA QUENTE A 55 °C COM RETORNO A 38 °C (ΔT DE 7 °C), COM KIT DE CONTROLE REMOTO E SENSORES DE TEMPERATURA, PF: 3F/380V/60HZ/32,7KW. REF. DAIKIN UAL230ER6 - BDI = 17,31",UN,2.0,114264.69,ITEM,NO_COMP,114264.69,PO_MANUAL
24.1.2,,,TUBULAÇÕES HIDRÁULICA,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
24.1.2.1,SP OBRAS,46.32.004,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø22 - 3/4""",M,33.0,128.81,ITEM,NO_COMP,128.81,PO_MANUAL
24.1.2.2,SP OBRAS,46.32.006,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø28 - 1""",M,11.0,172.48000000000002,ITEM,NO_COMP,172.48000000000002,PO_MANUAL
24.1.2.3,SP OBRAS,46.32.008,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø35 - 1.1/4""",M,97.0,218.19,ITEM,NO_COMP,218.19,PO_MANUAL
24.1.2.4,SP OBRAS,46.32.010,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø42 - 1 1/2""",M,138.0,264.15999999999997,ITEM,NO_COMP,264.15999999999997,PO_MANUAL
24.1.2.5,SP OBRAS,46.32.011,"TUBO DE COBRE RÍGIDO SEM COSTURA CLASSE A , CONFORME ABNT NBR 13206 Ø54 - 2""",M,7.0,290.69,ITEM,NO_COMP,290.69,PO_MANUAL
24.1.2.6,SP OBRAS,47.05.400,VÁLVULA GAVETA BRONZE PN20 Ø25-Ø25,UN,6.0,117.62,ITEM,NO_COMP,117.62,PO_MANUAL
24.1.2.7,SP OBRAS,47.05.230,VÁLVULA GAVETA BRONZE PN20 Ø54-Ø54,UN,4.0,220.35,ITEM,NO_COMP,220.35,PO_MANUAL
24.1.2.8,SEINFRA,C4383,"FILTRO Y 2"" Ø2""",UN,2.0,4027.6,ITEM,NO_COMP,4027.6,PO_MANUAL
24.1.2.9,SUDECAP,10.90.35,"MANÔMETRO COM TUBO BOURDON 1/2""",UN,6.0,193.51999999999998,ITEM,NO_COMP,193.51999999999998,PO_MANUAL
24.1.2.1,CAESB,1511003021004,"REGULADOR DE FLUXO PARA PLACAS SOLARES DN 15 VAZÃO 2-12 L/MIN Ø3/4""",UN,10.0,445.09,ITEM,NO_COMP,445.09,PO_MANUAL
24.1.2.1,EMBASA,J040001702,"TERMÔMETRO CAPELA 1/2""",UN,4.0,689.0,ITEM,NO_COMP,689.0,PO_MANUAL
24.1.2.1,CAESB,1511003021004,"VÁLVULA DE ALÍVIO PARA SISTEMA SOLAR Ø3/4""",UN,5.0,445.09,ITEM,NO_COMP,445.09,PO_MANUAL
24.1.2.1,CAESB,1511003021004,"VÁLVULA DE ALÍVIO PARA SISTEMA SOLAR Ø3/4X1"" Ø25-Ø20",UN,2.0,445.09,ITEM,NO_COMP,445.09,PO_MANUAL
24.1.2.1,SP OBRAS,61.15.060,"VÁLVULA DE BALANCEAMENTO 2""",UN,2.0,1071.57,ITEM,NO_COMP,1071.57,PO_MANUAL
24.1.2.1,SEINFRA,C2701,"VÁLVULA DE RETENÇÃO ROSQUEÁVEL Ø1 1/2""",UN,2.0,225.70999999999998,ITEM,NO_COMP,225.70999999999998,PO_MANUAL
24.1.2.1,EMBASA,M080420208,"VÁLVULA ESFERA EM AÇO CARBONO ROSQUEÁVEL 1/2""",PC,4.0,422.03,ITEM,NO_COMP,422.03,PO_MANUAL
24.1.2.1,EMBASA,M080420208,"VÁLVULA ESFERA EM PPR Ø2 1/2""",PC,1.0,422.03,ITEM,NO_COMP,422.03,PO_MANUAL
24.1.2.1,EMOP,40067,"VÁLVULA ESFERA EM PPR Ø3 1/2""",UN,2.0,1528.44,ITEM,NO_COMP,1528.44,PO_MANUAL
24.1.2.1,CPTM,02.03.01.110.144,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø1 1/2""",UN,5.0,141.12,ITEM,NO_COMP,141.12,PO_MANUAL
24.1.2.2,SP OBRAS,O.04.000.064082,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø1""",UN,2.0,183.78,ITEM,NO_COMP,183.78,PO_MANUAL
24.1.2.2,SP OBRAS,O.04.000.064081,"VÁLVULA ESFERA PARA SISTEMA SOLAR EM AÇO INOX Ø3/4""",UN,20.0,127.51,ITEM,NO_COMP,127.51,PO_MANUAL
24.1.2.2,SP OBRAS,47.05.580,"VÁLVULA GAVETA EM AÇO INOX Ø1 1/2""",UN,7.0,582.04,ITEM,NO_COMP,582.04,PO_MANUAL
24.1.2.2,SP OBRAS,61.15.090,"VÁLVULA MOTORIZADA 2 VIAS ON/OFF PARA BOMBA DE CALOR Ø2""",UN,2.0,2508.2,ITEM,NO_COMP,2508.2,PO_MANUAL
24.1.2.2,SEINFRA,I8772,"VÁLVULA QUEBRA VÁCUO PARA SISTEMA SOLAR Ø3/4""",UN,4.0,1456.14,ITEM,NO_COMP,1456.14,PO_MANUAL
24.1.2.2,CPOS,61.10.430,TANQUE DE EXPANSÃO SOLDADO EM AÇO INOX 304 CAPACIDADE DE 150 LITROS,UN,2.0,3894.0,ITEM,NO_COMP,5442.0,PO_MANUAL
24.1.2.2,CPOS,61.10.430,TANQUE DE EXPANSÃO SOLDADO EM AÇO INOX 304 CAPACIDADE DE 200 LITROS,UN,1.0,4369.0,ITEM,NO_COMP,5442.0,PO_MANUAL
24.1.2.2,CPOS,61.10.430,TANQUE DE EXPANSÃO SOLDADO EM AÇO INOX 304 CAPACIDADE DE 300 LITROS,UN,2.0,5442.0,ITEM,NO_COMP,5442.0,PO_MANUAL
24.1.2.2,SINAPI,103027,"VÁLVULA ELIMINADORA DE AR - DESAEADORES AUTOMÁTICOS DN 1""",UN,7.0,70.09,ITEM,PARTIAL,2.478273528,CALCULATED
24.1.2.2,ORSE,S96680S,"TUBO, PPR, DN 63, CLASSE PN 25, INSTALADO EM PRUMADA DE ÁGUA FORNECIMENTO E INSTALAÇÃO. AF_08/2022",M,1.0,108.28,ITEM,NO_COMP,108.28,PO_MANUAL
24.1.2.3,ORSE,S96682S,"TUBO, PPR, DN 90, CLASSE PN 25, INSTALADO EM PRUMADA DE ÁGUA FORNECIMENTO E INSTALAÇÃO. AF_08/2022",M,1.0,236.88,ITEM,NO_COMP,236.88,PO_MANUAL
24.1.2.3,PRÓPRIA,69.20.140,"LIGAÇÃO IMEDIATA 2""",UN,4.0,4.09,ITEM,NO_COMP,4.09,PO_MANUAL
24.1.3,,,COMANDO - QUADRO CAQ-01,,0.0,,HEADER,HEADER,0.0,SUM_CHILDREN
24.1.3.1,SUDECAP,11.19.18,DISJUNTOR TRIFÁSICO 15 A,UN,1.0,83.34,ITEM,NO_COMP,83.34,PO_MANUAL
24.1.3.2,SUDECAP,11.19.17,DISJUNTOR TRIFÁSICO 10 A,UN,4.0,99.62,ITEM,NO_COMP,99.62,PO_MANUAL
24.1.3.3,SETOP,MATED-17407,"DISJUNTOR MOTOR 3 - 6,3 A",UN,4.0,258.92,ITEM,NO_COMP,258.92,PO_MANUAL
